"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32240","CP007 - Mensaje de error por falta de stock","","Fri Jul 18 11:14:47 PYT 2025","passed","Fri Jul 18 11:15:19 PYT 2025","","Carrito de compras","",""
